om,yr,mo,dy,date,time,slat,slon
646087,2019,6,25,6/25/19,6:43:00,37.04,-100.78
646088,2019,6,25,6/25/19,15:01:00,35.33,-101.41
646089,2019,6,25,6/25/19,15:04:00,40.5212,-98.7173
646090,2019,6,25,6/25/19,15:09:00,35.35,-101.38
646091,2019,6,25,6/25/19,15:14:00,35.34,-101.38
646092,2019,6,25,6/25/19,15:17:00,40.4205,-97.8969
646093,2019,6,25,6/25/19,15:18:00,45.46,-108.85
646094,2019,6,25,6/25/19,15:28:00,40.42,-97.8
646095,2019,6,25,6/25/19,15:30:00,40.5134,-98.65
646096,2019,6,25,6/25/19,15:38:00,35.34,-101.36
646097,2019,6,25,6/25/19,15:40:00,41.93,-87.69
646098,2019,6,25,6/25/19,15:42:00,41.92,-87.63
646099,2019,6,25,6/25/19,15:56:00,40.5109,-98.4962
646100,2019,6,25,6/25/19,16:00:00,25.8556,-81.0206
646101,2019,6,25,6/25/19,16:03:00,42.06,-104.16
646102,2019,6,25,6/25/19,16:05:00,40.47,-98.65
646103,2019,6,25,6/25/19,16:10:00,40.4467,-98.3355
646104,2019,6,25,6/25/19,16:14:00,40.4102,-97.8566
646105,2019,6,25,6/25/19,16:15:00,40.98,-93.88
646106,2019,6,25,6/25/19,16:16:00,43.6166,-104.9146
646107,2019,6,25,6/25/19,16:21:00,40.3898,-98.6937
646108,2019,6,25,6/25/19,16:25:00,34.28,-92.1
646109,2019,6,25,6/25/19,16:30:00,40.9,-93.74
646110,2019,6,25,6/25/19,16:31:00,40.43,-97.8
646111,2019,6,25,6/25/19,16:32:00,40.4066,-97.7273
646112,2019,6,25,6/25/19,16:34:00,40.47,-98.61
646113,2019,6,25,6/25/19,16:35:00,40.9,-93.74
646114,2019,6,25,6/25/19,16:37:00,40.9,-93.66
646115,2019,6,25,6/25/19,16:38:00,45.34,-107.85
646116,2019,6,25,6/25/19,16:39:00,40.3079,-98.5202
646117,2019,6,25,6/25/19,16:40:00,41.09,-94.52
646118,2019,6,25,6/25/19,16:45:00,40.9,-93.61
646119,2019,6,25,6/25/19,16:46:00,36.26,-101.41
646120,2019,6,25,6/25/19,16:50:00,41.06,-94.36
646121,2019,6,25,6/25/19,16:55:00,43.51,-104.56
646122,2019,6,25,6/25/19,16:55:00,40.86,-93.5
646123,2019,6,25,6/25/19,16:55:00,40.3832,-98.65
646124,2019,6,25,6/25/19,17:00:00,40.89,-93.46
646125,2019,6,25,6/25/19,17:02:00,40.86,-93.05
646126,2019,6,25,6/25/19,17:03:00,36.26,-101.41
646127,2019,6,25,6/25/19,17:05:00,40.86,-92.87
646128,2019,6,25,6/25/19,17:13:00,45.38,-107.38
646129,2019,6,25,6/25/19,17:15:00,40.92,-93.24
646130,2019,6,25,6/25/19,17:20:00,40.32,-98.58
646131,2019,6,25,6/25/19,17:29:00,37,-101.61
646132,2019,6,25,6/25/19,17:29:00,37,-101.61
646133,2019,6,25,6/25/19,17:31:00,40.6134,-98.2127
646134,2019,6,25,6/25/19,17:35:00,40.48,-95.78
646135,2019,6,25,6/25/19,17:35:00,40.48,-95.77
646136,2019,6,25,6/25/19,17:44:00,42.78,-104.62
646137,2019,6,25,6/25/19,17:45:00,40.48,-95.73
646138,2019,6,25,6/25/19,17:45:00,41.71,-86.51
646139,2019,6,25,6/25/19,17:45:00,36.26,-101.41
646140,2019,6,25,6/25/19,17:47:00,42.78,-104.61
646141,2019,6,25,6/25/19,17:50:00,40.73,-92.87
646142,2019,6,25,6/25/19,17:52:00,40.71,-92.87
646143,2019,6,25,6/25/19,18:00:00,41.63,-86.41
646144,2019,6,25,6/25/19,18:01:00,43.3166,-103.8851
646145,2019,6,25,6/25/19,18:06:00,40.59,-93.52
646146,2019,6,25,6/25/19,18:06:00,40.1134,-98.5228
646147,2019,6,25,6/25/19,18:06:00,40.48,-95.62
646148,2019,6,25,6/25/19,18:10:00,41.63,-86.33
646149,2019,6,25,6/25/19,18:11:00,40.03,-98.07
646150,2019,6,25,6/25/19,18:14:00,40.08,-99.15
646151,2019,6,25,6/25/19,18:15:00,40.29,-91.11
646152,2019,6,25,6/25/19,18:32:00,40.1,-98.77
646153,2019,6,25,6/25/19,18:32:00,40.35,-90.96
646154,2019,6,25,6/25/19,18:34:00,39.9577,-97.9428
646155,2019,6,25,6/25/19,18:35:00,40.48,-93.01
646156,2019,6,25,6/25/19,18:35:00,34.65,-101.48
646157,2019,6,25,6/25/19,18:45:00,40.29,-91.06
646158,2019,6,25,6/25/19,18:46:00,39.78,-98
646159,2019,6,25,6/25/19,18:50:00,39.93,-97.9923
646160,2019,6,25,6/25/19,18:52:00,40.44,-91.45
646161,2019,6,25,6/25/19,18:59:00,40.41,-91.41
646162,2019,6,25,6/25/19,19:03:00,40.4,-91.34
646163,2019,6,25,6/25/19,19:07:00,40.42,-91.36
646164,2019,6,25,6/25/19,19:15:00,40.62,-91.02
646165,2019,6,25,6/25/19,19:40:00,41.09,-93.81
646166,2019,6,25,6/25/19,19:40:00,41.04,-93.98
646167,2019,6,25,6/25/19,19:40:00,44.87,-105.03
646168,2019,6,25,6/25/19,19:50:00,44.8302,-104.8768
646169,2019,6,25,6/25/19,19:52:00,41.04,-93.95
646170,2019,6,25,6/25/19,19:52:00,41.04,-93.98
646171,2019,6,25,6/25/19,19:53:00,39.52,-97.87
646172,2019,6,25,6/25/19,19:55:00,41.04,-93.98
646173,2019,6,25,6/25/19,19:56:00,41.04,-93.95
646174,2019,6,25,6/25/19,19:57:00,41.02,-94.61
646175,2019,6,25,6/25/19,20:09:00,44.7524,-104.6
646176,2019,6,25,6/25/19,20:10:00,41.14,-94.99
646177,2019,6,25,6/25/19,20:23:00,40.6366,-89.8
646178,2019,6,25,6/25/19,20:25:00,40.97,-94.43
646179,2019,6,25,6/25/19,20:35:00,41.02,-94.54
646180,2019,6,25,6/25/19,20:40:00,35.29,-101.85
646181,2019,6,25,6/25/19,20:44:00,35.28,-101.83
646182,2019,6,25,6/25/19,20:44:00,35.3,-101.83
646183,2019,6,25,6/25/19,20:45:00,35.31,-101.84
646184,2019,6,25,6/25/19,20:50:00,44.6834,-104.18
646185,2019,6,25,6/25/19,21:07:00,40.88,-94.56
646186,2019,6,25,6/25/19,21:30:00,39.04,-98.48
646187,2019,6,25,6/25/19,23:08:00,41.12,-94.67
646188,2019,6,25,6/25/19,23:08:00,38.97,-98.41
646189,2019,6,26,6/26/19,0:11:00,41.16,-94.65
646190,2019,6,26,6/26/19,0:20:00,41.17,-94.64
646191,2019,6,26,6/26/19,0:35:00,40.87,-97.58
646192,2019,6,26,6/26/19,1:10:00,40.7,-96.96
646193,2019,6,26,6/26/19,1:18:00,40.7,-96.76
646194,2019,6,26,6/26/19,1:25:00,40.8566,-97.5727
646195,2019,6,26,6/26/19,6:00:00,40.25,-97.03
646196,2019,6,26,6/26/19,12:53:00,39.78,-80.4
646197,2019,6,26,6/26/19,12:54:00,39.78,-80.39
646198,2019,6,26,6/26/19,13:00:00,36.32,-91.54
646199,2019,6,26,6/26/19,13:03:00,37.841,-90.4916
646200,2019,6,26,6/26/19,13:40:00,36.6611,-91.0033
646201,2019,6,26,6/26/19,13:43:00,39.93,-80.38
646202,2019,6,26,6/26/19,14:43:00,38.5635,-90.2661
646203,2019,6,26,6/26/19,14:47:00,36.79,-93.89
646204,2019,6,26,6/26/19,15:00:00,37.24,-94.7
646205,2019,6,26,6/26/19,15:04:00,46.0624,-114.2315
646206,2019,6,26,6/26/19,15:32:00,36.69,-93.87
646207,2019,6,26,6/26/19,15:34:00,36.71,-93.9
646208,2019,6,26,6/26/19,15:34:00,46.17,-114.03
646209,2019,6,26,6/26/19,15:55:00,44.83,-120.77
646210,2019,6,26,6/26/19,16:10:00,40.77,-87.28
646211,2019,6,26,6/26/19,16:25:00,38.0066,-89.237
646212,2019,6,26,6/26/19,16:25:00,37.38,-89.62
646213,2019,6,26,6/26/19,17:00:00,37.9,-88.92
646214,2019,6,26,6/26/19,17:05:00,38.63,-88.63
646215,2019,6,26,6/26/19,17:05:00,45.23,-120.2
646216,2019,6,26,6/26/19,17:17:00,40.97,-86.89
646217,2019,6,26,6/26/19,17:18:00,41.8714,-103.928
646218,2019,6,26,6/26/19,17:33:00,41.0898,-89.8836
646219,2019,6,26,6/26/19,17:40:00,36.5007,-88.8845
646220,2019,6,26,6/26/19,17:45:00,45.27,-106.99
646221,2019,6,26,6/26/19,17:45:00,41.86,-103.95
646222,2019,6,26,6/26/19,17:50:00,45.25,-106.97
646223,2019,6,26,6/26/19,17:50:00,41.89,-103.92
646224,2019,6,26,6/26/19,18:09:00,36.65,-88.73
646225,2019,6,26,6/26/19,18:13:00,41.96,-103.9
646226,2019,6,26,6/26/19,18:15:00,41.88,-103.65
646227,2019,6,26,6/26/19,18:15:00,45.95,-120.67
646228,2019,6,26,6/26/19,18:25:00,47,-109.86
646229,2019,6,26,6/26/19,18:31:00,42.03,-88.17
646230,2019,6,26,6/26/19,18:34:00,41.02,-89.93
646231,2019,6,26,6/26/19,18:35:00,42.02,-88.12
646232,2019,6,26,6/26/19,18:51:00,41.69,-88.11
646233,2019,6,26,6/26/19,18:52:00,45.19,-106.36
646234,2019,6,26,6/26/19,19:00:00,45.17,-106
646235,2019,6,26,6/26/19,19:01:00,45.21,-106.28
646236,2019,6,26,6/26/19,19:19:00,45.82,-105.41
646237,2019,6,26,6/26/19,19:20:00,45.16,-106.09
646238,2019,6,26,6/26/19,19:30:00,41.46,-87.65
646239,2019,6,26,6/26/19,19:30:00,41.7386,-88.2513
646240,2019,6,26,6/26/19,19:42:00,45.18,-105.75
646241,2019,6,26,6/26/19,19:42:00,41.5646,-88.256
646242,2019,6,26,6/26/19,19:55:00,44.94,-105.79
646243,2019,6,26,6/26/19,20:04:00,36.4,-86.45
646244,2019,6,26,6/26/19,20:07:00,43.3,-103.22
646245,2019,6,26,6/26/19,20:10:00,41.1303,-87.2788
646246,2019,6,26,6/26/19,20:20:00,44.93,-105.6
646247,2019,6,26,6/26/19,20:35:00,45.11,-105.34
646248,2019,6,26,6/26/19,20:50:00,43.5145,-102.5
646249,2019,6,26,6/26/19,20:56:00,41.1855,-87.2
646250,2019,6,26,6/26/19,21:23:00,41.59,-86.73
646251,2019,6,26,6/26/19,21:30:00,44.3666,-105.4839
646252,2019,6,26,6/26/19,21:50:00,43.99,-102.13
646253,2019,6,26,6/26/19,22:08:00,28.1257,-82.6966
646254,2019,6,26,6/26/19,22:24:00,44.7109,-103.9076
646255,2019,6,27,6/27/19,1:57:00,45.45,-99.96
646256,2019,6,27,6/27/19,2:50:00,43.54,-98
646257,2019,6,27,6/27/19,3:15:00,43.74,-97.81
646258,2019,6,27,6/27/19,4:05:00,44.01,-97.12
646259,2019,6,27,6/27/19,4:15:00,46.66,-98.23
646260,2019,6,27,6/27/19,4:30:00,43.4,-97.14
646261,2019,6,27,6/27/19,4:50:00,44.6,-96.93
646262,2019,6,27,6/27/19,5:05:00,46.29,-97.03
646263,2019,6,27,6/27/19,5:10:00,43.4448,-96.6118
646264,2019,6,27,6/27/19,5:53:00,43.34,-96.06
646265,2019,6,27,6/27/19,6:00:00,43.38,-96.02
646266,2019,6,27,6/27/19,7:23:00,43.43,-96.35
646267,2019,6,27,6/27/19,11:30:00,43.33,-92.36
646268,2019,6,27,6/27/19,11:35:00,43.24,-92.44
646269,2019,6,27,6/27/19,11:37:00,43.16,-95.33
646270,2019,6,27,6/27/19,11:38:00,43.15,-95.29
646271,2019,6,27,6/27/19,11:43:00,43.17,-95.2
646272,2019,6,27,6/27/19,11:46:00,43.07,-92.68
646273,2019,6,27,6/27/19,11:46:00,43.13,-95.14
646274,2019,6,27,6/27/19,11:48:00,43.14,-95.14
646275,2019,6,27,6/27/19,11:50:00,43.14,-95.15
646276,2019,6,27,6/27/19,12:02:00,43.3,-92.23
646277,2019,6,27,6/27/19,12:04:00,43.16,-94.91
646278,2019,6,27,6/27/19,12:07:00,43.06,-92.41
646279,2019,6,27,6/27/19,12:16:00,43.8109,-91.3867
646280,2019,6,27,6/27/19,12:18:00,43.76,-91.35
646281,2019,6,27,6/27/19,12:35:00,37.95,-79.17
646282,2019,6,27,6/27/19,13:15:00,33.2,-87.15
646283,2019,6,27,6/27/19,14:00:00,40.77,-82.51
646284,2019,6,27,6/27/19,14:05:00,40.78,-82.51
646285,2019,6,27,6/27/19,14:06:00,44.48,-70.19
646286,2019,6,27,6/27/19,14:17:00,40.39,-79.99
646287,2019,6,27,6/27/19,14:20:00,40.4,-79.97
646288,2019,6,27,6/27/19,14:25:00,46.47,-111.99
646289,2019,6,27,6/27/19,14:52:00,38.95,-77.35
646290,2019,6,27,6/27/19,15:55:00,45.33,-118.09
646291,2019,6,27,6/27/19,15:59:00,35.17,-86.01
646292,2019,6,27,6/27/19,16:01:00,38.78,-77.15
646293,2019,6,27,6/27/19,16:03:00,47.51,-111.29
646294,2019,6,27,6/27/19,16:03:00,34.4035,-85.4072
646295,2019,6,27,6/27/19,16:05:00,47.52,-111.32
646296,2019,6,27,6/27/19,16:09:00,34.13,-85.56
646297,2019,6,27,6/27/19,16:10:00,30.44,-88.87
646298,2019,6,27,6/27/19,16:16:00,47.39,-110.93
646299,2019,6,27,6/27/19,16:29:00,30.45,-91.13
646300,2019,6,27,6/27/19,16:45:00,29.8547,-89.9913
646301,2019,6,27,6/27/19,17:13:00,47.1,-110.06
646302,2019,6,27,6/27/19,17:30:00,30.93,-88.03
646303,2019,6,27,6/27/19,18:40:00,48.81,-109.35
646304,2019,6,27,6/27/19,19:12:00,46.61,-109.47
646305,2019,6,27,6/27/19,19:20:00,46.64,-109.34
646306,2019,6,27,6/27/19,21:03:00,44.45,-92.29
646307,2019,6,27,6/27/19,21:05:00,44.45,-92.27
646308,2019,6,27,6/27/19,22:05:00,45.09,-119.88
646309,2019,6,27,6/27/19,22:20:00,36.33,-84.12
646310,2019,6,28,6/28/19,0:05:00,47.42,-105.6
646311,2019,6,28,6/28/19,0:10:00,47.42,-105.6
646312,2019,6,28,6/28/19,0:10:00,47.42,-105.6
646313,2019,6,28,6/28/19,1:00:00,47.41,-104.92
646314,2019,6,28,6/28/19,2:21:00,40.48,-95.74
646315,2019,6,28,6/28/19,2:35:00,40.47,-95.85
646316,2019,6,28,6/28/19,5:26:00,46.97,-101.83
646317,2019,6,28,6/28/19,6:58:00,42.5,-92.66
646318,2019,6,28,6/28/19,7:08:00,46.52,-100.91
646319,2019,6,28,6/28/19,7:34:00,46.47,-100.59
646320,2019,6,28,6/28/19,8:22:00,41.88,-92.79
646321,2019,6,28,6/28/19,8:29:00,41.86,-92.8
646322,2019,6,28,6/28/19,10:15:00,45.79,-99.8
646323,2019,6,28,6/28/19,10:18:00,45.76,-99.62
646324,2019,6,28,6/28/19,10:50:00,40.75,-92.42
646325,2019,6,28,6/28/19,13:50:00,39.61,-90.25
646326,2019,6,28,6/28/19,14:31:00,42.5,-82.92
646327,2019,6,28,6/28/19,14:31:00,37.35,-83.3
646328,2019,6,28,6/28/19,14:34:00,42.49,-82.89
646329,2019,6,28,6/28/19,14:40:00,42.53,-82.87
646330,2019,6,28,6/28/19,14:40:00,42.49,-82.89
646331,2019,6,28,6/28/19,15:22:00,27.81,-82.65
646332,2019,6,28,6/28/19,15:42:00,40.33,-75.76
646333,2019,6,28,6/28/19,16:05:00,39.7,-75.75
646334,2019,6,28,6/28/19,16:10:00,29.9795,-95.4919
646335,2019,6,28,6/28/19,16:58:00,40.19,-75.45
646336,2019,6,28,6/28/19,17:04:00,41.64,-88
646337,2019,6,28,6/28/19,17:08:00,41.63,-87.93
646338,2019,6,28,6/28/19,17:12:00,41.6567,-87.9755
646339,2019,6,28,6/28/19,17:12:00,41.65,-87.98
646340,2019,6,28,6/28/19,17:13:00,30.3,-92.19
646341,2019,6,28,6/28/19,17:18:00,41.6307,-88.0089
646342,2019,6,28,6/28/19,17:50:00,41.95,-87.64
646343,2019,6,28,6/28/19,17:50:00,41.94,-87.65
646344,2019,6,28,6/28/19,18:03:00,41.06,-81.69
646345,2019,6,28,6/28/19,18:45:00,46.9,-109.77
646346,2019,6,28,6/28/19,18:59:00,46.95,-109.75
646347,2019,6,28,6/28/19,19:25:00,47.06,-109.19
646348,2019,6,28,6/28/19,19:30:00,47.79,-108.52
646349,2019,6,28,6/28/19,20:25:00,47.84,-107.96
646350,2019,6,28,6/28/19,20:30:00,47.88,-107.89
646351,2019,6,28,6/28/19,21:10:00,33.46,-92.83
646352,2019,6,28,6/28/19,23:45:00,48.09,-105.64
646353,2019,6,28,6/28/19,23:59:00,48.77,-104.56
646354,2019,6,29,6/29/19,2:50:00,33.464,-94.2043
646355,2019,6,29,6/29/19,2:56:00,47.68,-104.32
646356,2019,6,29,6/29/19,6:34:00,48.66,-99.84
646357,2019,6,29,6/29/19,6:50:00,48.33,-99.63
646358,2019,6,29,6/29/19,8:05:00,33.3458,-94.3033
646359,2019,6,29,6/29/19,9:07:00,48.63,-101.37
646360,2019,6,29,6/29/19,10:17:00,40.84,-80.14
646361,2019,6,29,6/29/19,10:27:00,40.83,-80.11
646362,2019,6,29,6/29/19,10:38:00,40.72,-80
646363,2019,6,29,6/29/19,12:30:00,47.5,-97.37
646364,2019,6,29,6/29/19,12:35:00,47.5,-97.33
646365,2019,6,29,6/29/19,12:59:00,48.77,-104.56
646366,2019,6,29,6/29/19,13:00:00,42.01,-76.06
646367,2019,6,29,6/29/19,13:07:00,48.77,-104.56
646368,2019,6,29,6/29/19,13:10:00,42.2137,-72.1937
646369,2019,6,29,6/29/19,13:12:00,39.72,-74.97
646370,2019,6,29,6/29/19,13:17:00,39.72,-74.96
646371,2019,6,29,6/29/19,13:28:00,42.5287,-71.3501
646372,2019,6,29,6/29/19,13:31:00,40.01,-75.85
646373,2019,6,29,6/29/19,13:33:00,39.98,-75.82
646374,2019,6,29,6/29/19,13:39:00,38.62,-76.52
646375,2019,6,29,6/29/19,13:40:00,39.72,-75.25
646376,2019,6,29,6/29/19,13:50:00,40.73,-73.45
646377,2019,6,29,6/29/19,13:51:00,41.8,-71.62
646378,2019,6,29,6/29/19,13:52:00,40.73,-73.45
646379,2019,6,29,6/29/19,13:57:00,41.69,-75.72
646380,2019,6,29,6/29/19,14:02:00,41,-79.98
646381,2019,6,29,6/29/19,14:02:00,41.65,-75.7
646382,2019,6,29,6/29/19,14:02:00,39.79,-75.54
646383,2019,6,29,6/29/19,14:05:00,41.98,-71.33
646384,2019,6,29,6/29/19,14:12:00,38.78,-77.07
646385,2019,6,29,6/29/19,14:16:00,39.5,-74.48
646386,2019,6,29,6/29/19,14:24:00,39.09,-75.47
646387,2019,6,29,6/29/19,14:28:00,41.5,-75.69
646388,2019,6,29,6/29/19,14:32:00,32.21,-81.36
646389,2019,6,29,6/29/19,14:34:00,39.99,-74.79
646390,2019,6,29,6/29/19,14:50:00,39.94,-74.91
646391,2019,6,29,6/29/19,15:10:00,40.7427,-73.9836
646392,2019,6,29,6/29/19,15:14:00,39.16,-75.53
646393,2019,6,29,6/29/19,15:19:00,40.53,-74.36
646394,2019,6,29,6/29/19,15:36:00,40.31,-74.06
646395,2019,6,29,6/29/19,15:37:00,40.29,-74.01
646396,2019,6,29,6/29/19,15:37:00,40.29,-74.01
646397,2019,6,29,6/29/19,15:40:00,41.18,-79.2
646398,2019,6,29,6/29/19,16:50:00,40.6508,-80.9553
646399,2019,6,29,6/29/19,17:05:00,32.7981,-96.6819
646400,2019,6,29,6/29/19,17:41:00,41.92,-76.17
646401,2019,6,29,6/29/19,17:41:00,41.92,-76.18
646402,2019,6,29,6/29/19,17:55:00,40.18,-76.18
646403,2019,6,29,6/29/19,18:03:00,42.01,-76.06
646404,2019,6,29,6/29/19,18:07:00,32.93,-97.25
646405,2019,6,29,6/29/19,18:10:00,32.44,-96.85
646406,2019,6,29,6/29/19,18:25:00,40.2834,-87.6073
646407,2019,6,29,6/29/19,18:29:00,42,-75.79
646408,2019,6,29,6/29/19,18:30:00,42,-75.78
646409,2019,6,29,6/29/19,18:30:00,38.68,-76.59
646410,2019,6,29,6/29/19,18:34:00,42,-75.76
646411,2019,6,29,6/29/19,19:13:00,46.5495,-101.7664
646412,2019,6,29,6/29/19,21:47:00,39.33,-76.38
646413,2019,6,29,6/29/19,21:55:00,42.96,-71.02
646414,2019,6,29,6/29/19,21:56:00,48.41,-96.3
646415,2019,6,29,6/29/19,22:00:00,48.44,-96.16
646416,2019,6,29,6/29/19,22:59:00,48.15,-95.78
646417,2019,6,29,6/29/19,23:58:00,47.96,-94.68
646418,2019,6,30,6/30/19,0:53:00,47.65,-93.91
646419,2019,6,30,6/30/19,1:10:00,47.8,-95.51
646420,2019,6,30,6/30/19,1:35:00,47.47,-94.92
646421,2019,6,30,6/30/19,1:41:00,47.54,-94.78
646422,2019,6,30,6/30/19,1:42:00,47.57,-95.26
646423,2019,6,30,6/30/19,1:51:00,47.38,-94.6
646424,2019,6,30,6/30/19,1:59:00,47.4,-94.78
646425,2019,6,30,6/30/19,2:31:00,46.98,-94.12
646426,2019,6,30,6/30/19,3:45:00,46.49,-93.96
646427,2019,6,30,6/30/19,4:13:00,47.6,-93.69
646428,2019,6,30,6/30/19,6:02:00,47.34,-93.79
646429,2019,6,30,6/30/19,6:34:00,46.52,-95.53
646430,2019,6,30,6/30/19,7:00:00,46.55,-95.28
646431,2019,6,30,6/30/19,7:01:00,47.07,-93.95
646432,2019,6,30,6/30/19,7:09:00,46.59,-94.95
646433,2019,6,30,6/30/19,7:10:00,47.06,-93.86
646434,2019,6,30,6/30/19,7:10:00,46.42,-95.28
646435,2019,6,30,6/30/19,7:52:00,46.68,-94.4
646436,2019,6,30,6/30/19,8:00:00,45.83,-95.91
646437,2019,6,30,6/30/19,11:19:00,41.65,-73.68
646438,2019,6,30,6/30/19,11:30:00,44.01,-69.46
646439,2019,6,30,6/30/19,11:33:00,42.3637,-72.4929
646440,2019,6,30,6/30/19,11:43:00,42.2949,-71.7132
646441,2019,6,30,6/30/19,11:50:00,41.42,-73.56
646442,2019,6,30,6/30/19,11:55:00,41.4,-73.47
646443,2019,6,30,6/30/19,12:10:00,42.72,-71.18
646444,2019,6,30,6/30/19,12:21:00,43.98,-104.2993
646445,2019,6,30,6/30/19,12:27:00,42.55,-72.13
646446,2019,6,30,6/30/19,12:32:00,43.6716,-104.871
646447,2019,6,30,6/30/19,12:42:00,41.95,-71.72
646448,2019,6,30,6/30/19,12:50:00,40.7592,-73.1961
646449,2019,6,30,6/30/19,12:55:00,40.73,-73.11
646450,2019,6,30,6/30/19,13:05:00,41.83,-71.87
646451,2019,6,30,6/30/19,13:09:00,42.2,-71
646452,2019,6,30,6/30/19,13:25:00,41.7679,-71.4434
646453,2019,6,30,6/30/19,13:27:00,41.7,-71.42
646454,2019,6,30,6/30/19,13:44:00,41.9901,-70.8621
646455,2019,6,30,6/30/19,14:00:00,43.62,-92.95
646456,2019,6,30,6/30/19,14:05:00,43.74,-95.38
646457,2019,6,30,6/30/19,14:10:00,43.72,-93.45
646458,2019,6,30,6/30/19,14:15:00,40.47,-87.67
646459,2019,6,30,6/30/19,14:20:00,43.96,-91.26
646460,2019,6,30,6/30/19,14:45:00,40.3,-87.7
646461,2019,6,30,6/30/19,15:27:00,43.29,-99.27
646462,2019,6,30,6/30/19,15:27:00,39.24,-86.5
646463,2019,6,30,6/30/19,15:42:00,39.16,-86.35
646464,2019,6,30,6/30/19,16:10:00,43.66,-102.2
646465,2019,6,30,6/30/19,16:29:00,39.48,-88.27
646466,2019,6,30,6/30/19,16:30:00,43.42,-99.28
646467,2019,6,30,6/30/19,16:34:00,43.46,-99.08
646468,2019,6,30,6/30/19,16:41:00,45.82,-108.47
646469,2019,6,30,6/30/19,16:44:00,45.83,-108.44
646470,2019,6,30,6/30/19,16:46:00,43.6381,-101.8668
646471,2019,6,30,6/30/19,17:05:00,46,-109.94
646472,2019,6,30,6/30/19,17:15:00,45.83,-108.45
646473,2019,6,30,6/30/19,17:20:00,43.36,-99.52
646474,2019,6,30,6/30/19,17:25:00,43.7684,-101.4107
646475,2019,6,30,6/30/19,17:26:00,43.4,-99.55
646476,2019,6,30,6/30/19,17:31:00,45.86,-109.75
646477,2019,6,30,6/30/19,17:40:00,45.97,-109.6
646478,2019,6,30,6/30/19,17:43:00,45.88,-109.57
646479,2019,6,30,6/30/19,17:46:00,43.51,-99.43
646480,2019,6,30,6/30/19,18:07:00,40.36,-103.08
646481,2019,6,30,6/30/19,18:08:00,43.2893,-101.0622
646482,2019,6,30,6/30/19,18:15:00,43.4855,-100.48
646483,2019,6,30,6/30/19,18:34:00,43.48,-100.36
646484,2019,6,30,6/30/19,18:39:00,40.53,-102.62
646485,2019,6,30,6/30/19,18:58:00,43.3655,-100.2
646486,2019,6,30,6/30/19,19:00:00,44.62,-95.42
646487,2019,6,30,6/30/19,19:00:00,43.23,-100.1
646488,2019,6,30,6/30/19,19:08:00,42.41,-101.65
646489,2019,6,30,6/30/19,19:20:00,40.61,-102.72
646490,2019,6,30,6/30/19,19:30:00,44.67,-96.63
646491,2019,6,30,6/30/19,19:30:00,45.32,-105.4
646492,2019,7,1,7/1/19,7:15:00,45.7872,-114.8547
646493,2019,7,1,7/1/19,13:15:00,43.71,-108.71
646494,2019,7,1,7/1/19,14:03:00,38.5916,-90.3123
646495,2019,7,1,7/1/19,14:36:00,47.1979,-109.7587
646496,2019,7,1,7/1/19,15:00:00,43.6233,-94.9931
646497,2019,7,1,7/1/19,15:10:00,43.15,-108.7097
646498,2019,7,1,7/1/19,15:33:00,48.59,-106.52
646499,2019,7,1,7/1/19,15:36:00,39.7,-104.94
646500,2019,7,1,7/1/19,15:40:00,43.31,-105.12
646501,2019,7,1,7/1/19,15:54:00,39.71,-104.86
646502,2019,7,1,7/1/19,16:00:00,39.8128,-101.0624
646503,2019,7,1,7/1/19,16:00:00,39.8222,-101.0468
646504,2019,7,1,7/1/19,16:00:00,48.62,-106.32
646505,2019,7,1,7/1/19,16:03:00,43.64,-96.46
646506,2019,7,1,7/1/19,16:05:00,39.85,-101.04
646507,2019,7,1,7/1/19,16:09:00,38.2233,-89.2132
646508,2019,7,1,7/1/19,16:10:00,43.14,-105.08
646509,2019,7,1,7/1/19,16:14:00,38.71,-102.07
646510,2019,7,1,7/1/19,16:15:00,39.66,-104.99
646511,2019,7,1,7/1/19,16:30:00,48.7,-106.24
646512,2019,7,1,7/1/19,16:30:00,39.51,-101.57
646513,2019,7,1,7/1/19,16:35:00,40.2,-100.62
646514,2019,7,1,7/1/19,16:43:00,40.2,-100.62
646515,2019,7,1,7/1/19,16:45:00,40.2,-100.62
646516,2019,7,1,7/1/19,16:45:00,40.2477,-100.5919
646517,2019,7,1,7/1/19,16:45:00,36.68,-89.97
646518,2019,7,1,7/1/19,16:50:00,40.9,-104.88
646519,2019,7,1,7/1/19,16:54:00,39.39,-101.71
646520,2019,7,1,7/1/19,16:54:00,42.89,-104.72
646521,2019,7,1,7/1/19,16:58:00,42.8,-104.79
646522,2019,7,1,7/1/19,17:00:00,39.71,-101.37
646523,2019,7,1,7/1/19,17:00:00,36.441,-89.2073
646524,2019,7,1,7/1/19,17:06:00,42.85,-104.62
646525,2019,7,1,7/1/19,17:11:00,40.32,-100.72
646526,2019,7,1,7/1/19,17:15:00,46.73,-108
646527,2019,7,1,7/1/19,17:17:00,42.82,-104.62
646528,2019,7,1,7/1/19,17:18:00,42.78,-104.62
646529,2019,7,1,7/1/19,17:20:00,40.22,-100.62
646530,2019,7,1,7/1/19,17:30:00,42.45,-105.42
646531,2019,7,1,7/1/19,17:45:00,41.11,-104.82
646532,2019,7,1,7/1/19,17:45:00,45.36,-109.17
646533,2019,7,1,7/1/19,17:45:00,46.59,-107.75
