om,yr,mo,dy,date,time,slat,slon
641309,2019,3,24,3/24/19,20:46:00,32.8356,-97.2984
641310,2019,3,24,3/24/19,21:04:00,32.88,-97.15
641311,2019,3,24,3/24/19,21:06:00,32.9059,-95.8321
641312,2019,3,24,3/24/19,21:08:00,32.85,-97.1
641313,2019,3,24,3/24/19,21:20:00,32.9,-96.92
641314,2019,3,24,3/24/19,21:36:00,33.0134,-96.7562
641315,2019,3,24,3/24/19,21:38:00,34.9,-94.09
641316,2019,3,24,3/24/19,21:39:00,33.0195,-96.7436
641317,2019,3,24,3/24/19,21:45:00,34.33,-93.44
641318,2019,3,24,3/24/19,21:47:00,33.02,-96.62
641319,2019,3,24,3/24/19,21:50:00,33.02,-96.55
641320,2019,3,24,3/24/19,22:31:00,33.28,-96.2
641321,2019,3,24,3/24/19,23:18:00,32.9377,-97.1855
641322,2019,3,24,3/24/19,23:23:00,33.12,-95.75
641323,2019,3,24,3/24/19,23:24:00,33.13,-95.6
641324,2019,3,24,3/24/19,23:25:00,33.03,-95.6
641325,2019,3,24,3/24/19,23:26:00,36.7355,-88.6133
641326,2019,3,24,3/24/19,23:26:00,33.07,-95.47
641327,2019,3,24,3/24/19,23:35:00,32.68,-97.45
641328,2019,3,24,3/24/19,23:50:00,33.07,-95.47
641329,2019,3,25,3/25/19,0:02:00,32.9555,-95.2911
641330,2019,3,25,3/25/19,0:02:00,33.9828,-94.8154
641331,2019,3,25,3/25/19,0:05:00,32.77,-96.6
641332,2019,3,25,3/25/19,0:07:00,32.949,-95.2941
641333,2019,3,25,3/25/19,0:10:00,34.0199,-94.7396
641334,2019,3,25,3/25/19,0:20:00,32.8638,-95.1574
641335,2019,3,25,3/25/19,1:28:00,32.5754,-94.4963
641336,2019,3,25,3/25/19,2:09:00,32.5946,-93.7298
641337,2019,3,25,3/25/19,2:13:00,32.4819,-93.7716
641338,2019,3,25,3/25/19,11:15:00,30.97,-93.67
641339,2019,3,25,3/25/19,14:30:00,30.18,-93.56
641340,2019,3,25,3/25/19,15:21:00,32.77,-87.77
641341,2019,3,25,3/25/19,15:22:00,32.83,-88.42
641342,2019,3,25,3/25/19,15:40:00,32.82,-87.81
641343,2019,3,25,3/25/19,15:43:00,33.27,-86.37
641344,2019,3,25,3/25/19,15:45:00,33.3,-86.3
641345,2019,3,25,3/25/19,15:47:00,33.27,-86.21
641346,2019,3,25,3/25/19,15:55:00,32.77,-87.59
641347,2019,3,25,3/25/19,16:08:00,34.862,-84.7529
641348,2019,3,25,3/25/19,16:14:00,34.88,-86.57
641349,2019,3,25,3/25/19,16:26:00,34.83,-86.49
641350,2019,3,25,3/25/19,16:31:00,32.7,-86.79
641351,2019,3,25,3/25/19,16:36:00,32.72,-86.32
641352,2019,3,25,3/25/19,17:02:00,32.36,-88.27
641353,2019,3,25,3/25/19,17:20:00,33.64,-84.43
641354,2019,3,25,3/25/19,17:33:00,32.5623,-85.6712
641355,2019,3,25,3/25/19,18:35:00,33.35,-81.98
641356,2019,3,25,3/25/19,19:50:00,31.6889,-87.8114
641357,2019,3,25,3/25/19,20:39:00,31.459,-87.35
641358,2019,3,25,3/25/19,21:58:00,31.08,-86.9
641359,2019,3,26,3/26/19,20:00:00,31.57,-84.06
641360,2019,3,26,3/26/19,20:38:00,31.32,-83.88
641361,2019,3,26,3/26/19,21:12:00,31.01,-83.74
641362,2019,3,26,3/26/19,21:20:00,31.24,-83.83
641363,2019,3,26,3/26/19,21:21:00,30.78,-83.66
641364,2019,3,26,3/26/19,21:35:00,30.98,-83.65
641365,2019,3,27,3/27/19,1:15:00,29.69,-83.02
641366,2019,3,27,3/27/19,1:59:00,29.61,-82.82
641367,2019,3,27,3/27/19,5:45:00,28.76,-81.88
641368,2019,3,27,3/27/19,6:36:00,28.439,-80.8267
641369,2019,3,27,3/27/19,6:53:00,28.38,-80.82
641370,2019,3,27,3/27/19,6:55:00,28.37,-80.76
641371,2019,3,27,3/27/19,6:57:00,28.2799,-80.7095
641372,2019,3,27,3/27/19,6:59:00,28.36,-80.78
641373,2019,3,27,3/27/19,7:00:00,28.374,-80.789
641374,2019,3,27,3/27/19,7:03:00,28.3275,-80.7379
641375,2019,3,27,3/27/19,7:04:00,28.37,-80.7
641376,2019,3,27,3/27/19,7:10:00,28.28,-80.71
641377,2019,3,27,3/27/19,7:10:00,28.28,-80.69
641378,2019,3,27,3/27/19,7:14:00,28.288,-80.7
641379,2019,3,27,3/27/19,7:15:00,28.2878,-80.671
641380,2019,3,27,3/27/19,7:30:00,28.221,-80.602
641381,2019,3,27,3/27/19,7:40:00,28.4,-80.67
641382,2019,3,27,3/27/19,7:40:00,28.1469,-80.6014
641383,2019,3,27,3/27/19,7:40:00,28.16,-80.6
641384,2019,3,27,3/27/19,7:45:00,28.09,-80.57
641385,2019,3,27,3/27/19,7:54:00,28.15,-80.6
641386,2019,3,27,3/27/19,18:28:00,36.28,-101.03
641387,2019,3,27,3/27/19,18:35:00,36.31,-101
641388,2019,3,27,3/27/19,19:13:00,36.31,-100.8
641389,2019,3,28,3/28/19,6:22:00,40.13,-99.5611
641390,2019,3,28,3/28/19,7:06:00,39.11,-97.59
641391,2019,3,28,3/28/19,7:29:00,40.23,-97.85
641392,2019,3,28,3/28/19,7:30:00,40.1,-98.95
641393,2019,3,28,3/28/19,7:42:00,40.31,-97.89
641394,2019,3,28,3/28/19,7:50:00,40.0945,-98.6675
641395,2019,3,28,3/28/19,7:55:00,40.3,-97.67
641396,2019,3,28,3/28/19,8:07:00,38.44,-97.23
641397,2019,3,28,3/28/19,8:17:00,40.0331,-98.5662
641398,2019,3,28,3/28/19,8:20:00,39.97,-98.54
641399,2019,3,28,3/28/19,8:25:00,40.0595,-98.3568
641400,2019,3,28,3/28/19,8:55:00,40.03,-98.07
641401,2019,3,28,3/28/19,9:14:00,40.06,-96.63
641402,2019,3,28,3/28/19,9:35:00,40.1,-96.48
641403,2019,3,28,3/28/19,14:56:00,39.41,-96.15
641404,2019,3,28,3/28/19,19:00:00,31.2899,-102.8506
641405,2019,3,29,3/29/19,4:30:00,36.69,-97.56
641406,2019,3,29,3/29/19,5:05:00,35.69,-97.41
641407,2019,3,29,3/29/19,5:10:00,35.72,-97.39
641408,2019,3,29,3/29/19,5:10:00,35.69,-97.39
641409,2019,3,29,3/29/19,5:27:00,35.69,-97.34
641410,2019,3,29,3/29/19,5:30:00,35.72,-97.39
641411,2019,3,29,3/29/19,5:30:00,35.69,-97.39
641412,2019,3,29,3/29/19,6:06:00,36.69,-97.07
641413,2019,3,29,3/29/19,6:09:00,36.71,-97.07
641414,2019,3,29,3/29/19,6:15:00,35.67,-97.18
641415,2019,3,29,3/29/19,6:36:00,37.05,-97.04
641416,2019,3,29,3/29/19,6:38:00,37.07,-97.04
641417,2019,3,29,3/29/19,8:10:00,36.9079,-95.63
641418,2019,3,29,3/29/19,8:38:00,38.35,-97.05
641419,2019,3,29,3/29/19,8:41:00,38.35,-97.02
641420,2019,3,29,3/29/19,9:15:00,39.57,-97.28
641421,2019,3,29,3/29/19,9:35:00,39.11,-96.88
641422,2019,3,29,3/29/19,9:49:00,39.72,-96.83
641423,2019,3,29,3/29/19,10:19:00,38.57,-96.17
641424,2019,3,29,3/29/19,12:13:00,39.16,-95.94
641425,2019,3,29,3/29/19,15:47:00,37.56,-94.65
641426,2019,3,29,3/29/19,16:58:00,38.82,-104.79
641427,2019,3,30,3/30/19,0:50:00,34.62,-97.4
641428,2019,3,30,3/30/19,1:07:00,35.25,-97.6
641429,2019,3,30,3/30/19,1:10:00,35.27,-97.66
641430,2019,3,30,3/30/19,1:12:00,35.31,-97.5
641431,2019,3,30,3/30/19,1:15:00,35.33,-97.47
641432,2019,3,30,3/30/19,1:17:00,35.33,-97.47
641433,2019,3,30,3/30/19,2:10:00,36.1193,-95.988
641434,2019,3,30,3/30/19,2:18:00,36.1035,-95.8074
641435,2019,3,30,3/30/19,3:10:00,34.77,-96.68
641436,2019,4,3,4/3/19,15:43:00,34.8,-100.9
641437,2019,4,3,4/3/19,15:47:00,35.64,-101.47
641438,2019,4,3,4/3/19,16:10:00,34.67,-100.7
641439,2019,4,3,4/3/19,16:30:00,36.04,-101
641440,2019,4,3,4/3/19,16:33:00,34.75,-100.56
641441,2019,4,3,4/3/19,16:44:00,34.72,-100.41
641442,2019,4,3,4/3/19,17:45:00,34.69,-99.93
641443,2019,4,3,4/3/19,17:50:00,34.69,-99.92
641444,2019,4,3,4/3/19,18:15:00,34.64,-99.77
641445,2019,4,3,4/3/19,18:15:00,34.63,-99.77
641446,2019,4,3,4/3/19,18:15:00,34.58,-99.77
641447,2019,4,3,4/3/19,18:25:00,34.63,-99.77
641448,2019,4,3,4/3/19,18:56:00,34.55,-99.42
641449,2019,4,3,4/3/19,18:59:00,34.64,-99.4
641450,2019,4,3,4/3/19,19:05:00,34.64,-99.33
641451,2019,4,3,4/3/19,19:11:00,34.64,-99.33
641452,2019,4,3,4/3/19,19:14:00,34.64,-99.33
641453,2019,4,3,4/3/19,19:20:00,34.63,-99.32
641454,2019,4,3,4/3/19,19:38:00,34.64,-99.04
641455,2019,4,3,4/3/19,19:51:00,34.66,-98.95
641456,2019,4,3,4/3/19,19:57:00,35.16,-100.44
641457,2019,4,3,4/3/19,20:11:00,35.22,-100.25
641458,2019,4,3,4/3/19,22:10:00,35.03,-99.09
641459,2019,4,3,4/3/19,23:04:00,35.1,-98.37
641460,2019,4,3,4/3/19,23:53:00,35.3,-97.8
641461,2019,4,4,4/4/19,0:00:00,35.45,-97.7
641462,2019,4,4,4/4/19,0:01:00,35.46,-97.69
641463,2019,4,4,4/4/19,1:13:00,32.1778,-94.3207
641464,2019,4,4,4/4/19,1:38:00,32.3723,-94.0416
641465,2019,4,4,4/4/19,1:40:00,30.39,-94.19
641466,2019,4,4,4/4/19,1:44:00,30.46,-94.19
641467,2019,4,4,4/4/19,1:45:00,30.92,-93.28
641468,2019,4,4,4/4/19,2:22:00,30.8,-93.31
641469,2019,4,4,4/4/19,2:43:00,30.11,-94.64
641470,2019,4,4,4/4/19,2:53:00,34.09,-96.77
641471,2019,4,4,4/4/19,3:31:00,30.65,-92.42
641472,2019,4,4,4/4/19,3:55:00,29.92,-91.7
641473,2019,4,4,4/4/19,4:02:00,32.49,-91.86
641474,2019,4,4,4/4/19,4:07:00,32.4217,-92.0345
641475,2019,4,4,4/4/19,6:45:00,30,-92.28
641476,2019,4,4,4/4/19,6:52:00,35.85,-97.39
641477,2019,4,4,4/4/19,7:37:00,35.61,-97.61
641478,2019,4,4,4/4/19,7:58:00,30.01,-91.82
641479,2019,4,4,4/4/19,8:14:00,29.92,-91.68
641480,2019,4,4,4/4/19,10:54:00,33.8859,-94.1888
641481,2019,4,4,4/4/19,16:29:00,30.78,-93.66
641482,2019,4,4,4/4/19,18:15:00,31.2342,-94.5406
641483,2019,4,5,4/5/19,14:45:00,27.28,-80.35
641484,2019,4,5,4/5/19,14:54:00,27.27,-80.32
641485,2019,4,5,4/5/19,15:05:00,27.24,-80.31
641486,2019,4,5,4/5/19,19:25:00,32.8102,-101.9105
641487,2019,4,5,4/5/19,20:16:00,33.06,-101.05
641488,2019,4,5,4/5/19,20:20:00,33.5129,-101.9581
641489,2019,4,5,4/5/19,20:28:00,33.05,-101.17
641490,2019,4,5,4/5/19,20:40:00,32.5897,-102.65
641491,2019,4,5,4/5/19,20:50:00,33.17,-100.84
641492,2019,4,5,4/5/19,20:59:00,32.02,-102.37
641493,2019,4,5,4/5/19,21:11:00,32.04,-100.11
641494,2019,4,5,4/5/19,21:38:00,34.54,-101.77
641495,2019,4,6,4/6/19,5:04:00,30.4918,-100.7245
641496,2019,4,6,4/6/19,9:15:00,30.5373,-96.2245
641497,2019,4,6,4/6/19,10:33:00,31.14,-93.27
641498,2019,4,6,4/6/19,10:40:00,32.354,-93.557
641499,2019,4,6,4/6/19,10:50:00,31.5883,-93.0304
641500,2019,4,6,4/6/19,12:05:00,31.7042,-92.2104
641501,2019,4,6,4/6/19,14:15:00,31.23,-96.27
641502,2019,4,6,4/6/19,14:30:00,29.11,-82.26
641503,2019,4,6,4/6/19,14:37:00,29.21,-82.22
641504,2019,4,6,4/6/19,14:40:00,29.14,-82.19
641505,2019,4,6,4/6/19,15:05:00,31.43,-87.35
641506,2019,4,6,4/6/19,15:07:00,31.17,-96.67
641507,2019,4,6,4/6/19,15:15:00,31.12,-84.08
641508,2019,4,6,4/6/19,15:20:00,31.76,-95.62
641509,2019,4,6,4/6/19,15:27:00,31.14,-81.47
641510,2019,4,6,4/6/19,15:27:00,31.87,-95.59
641511,2019,4,6,4/6/19,15:30:00,31.8774,-95.3808
641512,2019,4,6,4/6/19,15:30:00,31.8699,-95.2882
641513,2019,4,6,4/6/19,15:39:00,29.34,-81.31
641514,2019,4,6,4/6/19,15:40:00,31.905,-95.3015
641515,2019,4,6,4/6/19,15:41:00,31.08,-83.95
641516,2019,4,6,4/6/19,15:42:00,30.21,-97.31
641517,2019,4,6,4/6/19,15:45:00,31.938,-95.2519
641518,2019,4,6,4/6/19,15:46:00,31.9284,-95.2417
641519,2019,4,6,4/6/19,15:57:00,30.88,-96.6
641520,2019,4,6,4/6/19,16:10:00,31.47,-96.07
641521,2019,4,6,4/6/19,17:09:00,30.9,-96.18
641522,2019,4,6,4/6/19,17:10:00,31.57,-95.52
641523,2019,4,6,4/6/19,17:10:00,31.49,-95.48
641524,2019,4,6,4/6/19,17:11:00,31.49,-95.48
641525,2019,4,6,4/6/19,17:20:00,30.9225,-95.9632
641526,2019,4,6,4/6/19,17:21:00,30.31,-81.71
641527,2019,4,6,4/6/19,17:43:00,31.6506,-95.0735
641528,2019,4,6,4/6/19,17:43:00,31.6533,-95.0738
641529,2019,4,6,4/6/19,17:44:00,31.6294,-95.0587
641530,2019,4,6,4/6/19,17:45:00,33.66,-87.6
641531,2019,4,6,4/6/19,17:53:00,30.35,-81.59
641532,2019,4,6,4/6/19,18:00:00,31.7398,-94.9283
641533,2019,4,6,4/6/19,18:34:00,31.3096,-95.4572
641534,2019,4,6,4/6/19,18:38:00,30.63,-96.98
641535,2019,4,6,4/6/19,18:39:00,30.6367,-96.9845
641536,2019,4,6,4/6/19,18:46:00,30.71,-96.84
641537,2019,4,6,4/6/19,18:55:00,28.7,-81.29
641538,2019,4,6,4/6/19,19:00:00,29.84,-98.08
641539,2019,4,6,4/6/19,19:00:00,34.1,-87.65
641540,2019,4,6,4/6/19,19:00:00,31.36,-95.18
641541,2019,4,6,4/6/19,19:13:00,31.2986,-95.4264
641542,2019,4,6,4/6/19,19:15:00,31.7578,-92.8739
641543,2019,4,6,4/6/19,19:17:00,31.5661,-93.012
641544,2019,4,6,4/6/19,19:18:00,34.22,-87.61
641545,2019,4,6,4/6/19,19:30:00,29.81,-98.08
641546,2019,4,6,4/6/19,19:35:00,29.8,-98.08
641547,2019,4,6,4/6/19,19:39:00,29.81,-98.09
641548,2019,4,6,4/6/19,19:53:00,29.88,-97.94
641549,2019,4,6,4/6/19,20:05:00,29.88,-97.94
641550,2019,4,6,4/6/19,20:05:00,29.89,-97.93
641551,2019,4,6,4/6/19,20:10:00,29.86,-97.95
641552,2019,4,6,4/6/19,20:25:00,29.87,-97.93
641553,2019,4,6,4/6/19,20:35:00,33.096,-90.4899
641554,2019,4,6,4/6/19,20:35:00,29.96,-97.78
641555,2019,4,6,4/6/19,20:46:00,33.12,-90.05
641556,2019,4,6,4/6/19,20:51:00,29.95,-97.67
641557,2019,4,6,4/6/19,20:52:00,31.5236,-92.408
641558,2019,4,6,4/6/19,21:45:00,29.96,-97.45
641559,2019,4,6,4/6/19,22:29:00,30.05,-97.2
641560,2019,4,6,4/6/19,23:15:00,30.17,-96.94
641561,2019,4,6,4/6/19,23:24:00,40.32,-99.28
641562,2019,4,6,4/6/19,23:38:00,40.08,-99.15
641563,2019,4,7,4/7/19,0:30:00,40.1,-98.95
641564,2019,4,7,4/7/19,0:33:00,32.45,-91.49
641565,2019,4,7,4/7/19,1:52:00,40.8924,-98.6
641566,2019,4,7,4/7/19,2:13:00,40.8366,-98.547
641567,2019,4,7,4/7/19,2:35:00,32.5394,-93.301
641568,2019,4,7,4/7/19,2:40:00,32.5824,-93.279
641569,2019,4,7,4/7/19,2:45:00,32.6077,-93.2225
641570,2019,4,7,4/7/19,3:03:00,32.7915,-93.0544
641571,2019,4,7,4/7/19,3:28:00,32.819,-92.6587
641572,2019,4,7,4/7/19,3:35:00,32.9385,-92.599
641573,2019,4,7,4/7/19,4:15:00,28.96,-98.49
641574,2019,4,7,4/7/19,4:40:00,29.27,-98.11
641575,2019,4,7,4/7/19,4:40:00,33.62,-91.79
641576,2019,4,7,4/7/19,5:29:00,33.0515,-94.7004
641577,2019,4,7,4/7/19,5:35:00,32.9292,-94.7066
641578,2019,4,7,4/7/19,5:55:00,29.6,-98.39
641579,2019,4,7,4/7/19,6:08:00,33.0817,-94.501
641580,2019,4,7,4/7/19,6:10:00,33.1215,-94.3703
641581,2019,4,7,4/7/19,6:11:00,33.122,-94.3598
641582,2019,4,7,4/7/19,6:20:00,33.22,-92.6203
641583,2019,4,7,4/7/19,7:10:00,33.45,-92.17
641584,2019,4,7,4/7/19,7:39:00,33.62,-91.79
641585,2019,4,7,4/7/19,7:40:00,33.62,-91.79
641586,2019,4,7,4/7/19,9:52:00,34.56,-92.54
641587,2019,4,7,4/7/19,9:55:00,34.57,-92.58
641588,2019,4,7,4/7/19,10:00:00,34.61,-92.49
641589,2019,4,7,4/7/19,10:02:00,34.64,-92.46
641590,2019,4,7,4/7/19,12:17:00,33.12,-90.06
641591,2019,4,7,4/7/19,12:50:00,32.66,-91.77
641592,2019,4,7,4/7/19,13:10:00,32.9551,-92.4076
641593,2019,4,7,4/7/19,13:20:00,34.97,-92.42
641594,2019,4,7,4/7/19,13:35:00,32.3218,-92.2028
641595,2019,4,7,4/7/19,13:35:00,33.82,-88.55
641596,2019,4,7,4/7/19,13:51:00,33.9221,-88.5
641597,2019,4,7,4/7/19,14:55:00,32.7722,-92.4139
641598,2019,4,7,4/7/19,14:55:00,38.6209,-92.4114
641599,2019,4,7,4/7/19,15:14:00,34.47,-86.8
641600,2019,4,7,4/7/19,15:14:00,33.67,-87.85
641601,2019,4,7,4/7/19,15:21:00,32.66,-89.93
641602,2019,4,7,4/7/19,15:30:00,34.56,-86.7
641603,2019,4,7,4/7/19,15:50:00,32.77,-89.83
641604,2019,4,7,4/7/19,15:52:00,39.88,-92.86
641605,2019,4,7,4/7/19,15:54:00,39.84,-92.92
641606,2019,4,7,4/7/19,16:10:00,31.1,-91.3
641607,2019,4,7,4/7/19,16:12:00,39.89,-92.8
641608,2019,4,7,4/7/19,16:18:00,35.83,-85.7
641609,2019,4,7,4/7/19,16:20:00,34.39,-86.79
641610,2019,4,7,4/7/19,16:22:00,35.78,-85.62
641611,2019,4,7,4/7/19,16:34:00,39.77,-92.6
641612,2019,4,7,4/7/19,16:41:00,40.17,-93.93
641613,2019,4,7,4/7/19,16:45:00,36.18,-83
641614,2019,4,7,4/7/19,16:50:00,41.68,-93.08
641615,2019,4,7,4/7/19,16:54:00,41.69,-93.07
641616,2019,4,7,4/7/19,17:06:00,33.68,-87.24
641617,2019,4,7,4/7/19,17:21:00,36.63,-92.66
641618,2019,4,7,4/7/19,17:29:00,33.7,-87.14
641619,2019,4,7,4/7/19,17:32:00,33.12,-89.04
641620,2019,4,7,4/7/19,17:50:00,41,-92.34
641621,2019,4,7,4/7/19,17:54:00,33.12,-90.05
641622,2019,4,7,4/7/19,17:55:00,39.5126,-91.6755
641623,2019,4,7,4/7/19,18:00:00,40.88,-92.33
641624,2019,4,7,4/7/19,18:16:00,40.88,-91.95
641625,2019,4,7,4/7/19,18:53:00,33.08,-89.85
641626,2019,4,7,4/7/19,20:16:00,40.42,-86.94
641627,2019,4,7,4/7/19,20:23:00,40.43,-86.82
641628,2019,4,7,4/7/19,20:30:00,32.25,-97.77
641629,2019,4,8,4/8/19,10:45:00,37.39,-81.24
641630,2019,4,8,4/8/19,11:00:00,37.41,-81.15
641631,2019,4,8,4/8/19,11:03:00,37.38,-81.11
641632,2019,4,8,4/8/19,11:11:00,37.42,-81.02
641633,2019,4,8,4/8/19,11:39:00,37.4,-80.8
641634,2019,4,8,4/8/19,12:47:00,37.5,-80.12
641635,2019,4,8,4/8/19,13:20:00,37.47,-79.76
641636,2019,4,8,4/8/19,13:30:00,36.31,-79.99
641637,2019,4,8,4/8/19,13:39:00,36.35,-79.91
641638,2019,4,8,4/8/19,13:45:00,33.8,-82.23
641639,2019,4,8,4/8/19,14:06:00,34.28,-81.82
641640,2019,4,8,4/8/19,14:06:00,34.28,-81.83
641641,2019,4,8,4/8/19,14:06:00,34.27,-81.82
641642,2019,4,8,4/8/19,14:11:00,35.01,-80.98
641643,2019,4,8,4/8/19,15:45:00,33.3834,-93.9174
641644,2019,4,8,4/8/19,17:42:00,33.33,-89.51
641645,2019,4,8,4/8/19,17:45:00,35.81,-77.18
641646,2019,4,8,4/8/19,18:26:00,33.6021,-88.4705
641647,2019,4,8,4/8/19,18:47:00,33.69,-88.33
641648,2019,4,9,4/9/19,7:52:00,33.2542,-83.8934
641649,2019,4,9,4/9/19,11:03:00,34.58,-83.27
641650,2019,4,9,4/9/19,11:22:00,34.68,-83.15
641651,2019,4,9,4/9/19,11:54:00,42.96,-75.06
641652,2019,4,9,4/9/19,12:15:00,35.234,-82.735
641653,2019,4,9,4/9/19,14:08:00,29.03,-80.93
641654,2019,4,9,4/9/19,15:57:00,31.9925,-83.3087
641655,2019,4,9,4/9/19,16:55:00,32.33,-81.55
641656,2019,4,9,4/9/19,18:00:00,39.02,-120.82
641657,2019,4,10,4/10/19,18:27:00,39.4311,-98.0146
641658,2019,4,10,4/10/19,18:40:00,39.43,-97.87
641659,2019,4,10,4/10/19,18:47:00,39.52,-97.87
641660,2019,4,10,4/10/19,18:50:00,39.57,-97.68
641661,2019,4,10,4/10/19,18:55:00,40.01,-98.5194
641662,2019,4,10,4/10/19,19:10:00,40.33,-98.45
641663,2019,4,10,4/10/19,19:23:00,40.4334,-98.3427
641664,2019,4,10,4/10/19,19:24:00,39.82,-97.32
641665,2019,4,10,4/10/19,19:37:00,40.27,-96.75
641666,2019,4,10,4/10/19,19:42:00,40.5076,-98.38
641667,2019,4,10,4/10/19,19:54:00,40.38,-96.69
641668,2019,4,10,4/10/19,20:12:00,40.63,-96.71
641669,2019,4,10,4/10/19,20:23:00,40.26,-96.71
641670,2019,4,10,4/10/19,20:25:00,40.4911,-99.0848
641671,2019,4,10,4/10/19,20:45:00,40.7,-99.0227
641672,2019,4,10,4/10/19,20:52:00,40.38,-96.73
641673,2019,4,10,4/10/19,20:59:00,40.7,-99.08
641674,2019,4,10,4/10/19,21:02:00,40.8114,-98.9111
641675,2019,4,10,4/10/19,21:06:00,39.0687,-100.6281
641676,2019,4,10,4/10/19,21:09:00,40.8803,-98.83
641677,2019,4,10,4/10/19,21:10:00,40.66,-96.18
641678,2019,4,10,4/10/19,21:11:00,39.83,-99.57
641679,2019,4,10,4/10/19,21:20:00,39.1896,-100.6847
641680,2019,4,10,4/10/19,21:22:00,40.33,-99.03
641681,2019,4,10,4/10/19,21:25:00,40.37,-99.05
641682,2019,4,10,4/10/19,21:26:00,40.37,-99.17
641683,2019,4,10,4/10/19,22:10:00,43.1,-93.6
641684,2019,4,10,4/10/19,22:15:00,40.75,-98.83
641685,2019,4,11,4/11/19,6:56:00,41.12,-90.17
641686,2019,4,11,4/11/19,7:52:00,44.61,-95.33
641687,2019,4,11,4/11/19,8:05:00,44.79,-95.21
641688,2019,4,11,4/11/19,8:15:00,41.93,-88.75
641689,2019,4,11,4/11/19,9:23:00,44.78,-95.39
641690,2019,4,12,4/12/19,17:50:00,38.28,-80.84
641691,2019,4,12,4/12/19,18:05:00,38.32,-80.65
641692,2019,4,12,4/12/19,22:01:00,33.16,-95.42
641693,2019,4,12,4/12/19,22:07:00,31.68,-90.79
641694,2019,4,13,4/13/19,0:28:00,30.91,-101.9
641695,2019,4,13,4/13/19,0:33:00,30.91,-101.92
641696,2019,4,13,4/13/19,0:45:00,31.439,-93.4566
641697,2019,4,13,4/13/19,0:49:00,32.6386,-96.0729
641698,2019,4,13,4/13/19,0:55:00,31.33,-93.4
641699,2019,4,13,4/13/19,1:00:00,32.7,-96
641700,2019,4,13,4/13/19,1:17:00,32.9,-96.06
641701,2019,4,13,4/13/19,1:36:00,31.5431,-92.9173
641702,2019,4,13,4/13/19,1:45:00,31.02,-101.67
641703,2019,4,13,4/13/19,2:15:00,31.5711,-92.7407
641704,2019,4,13,4/13/19,2:38:00,31.19,-101.46
641705,2019,4,13,4/13/19,4:10:00,32.4144,-92.1918
641706,2019,4,13,4/13/19,4:25:00,32.6602,-93.6999
641707,2019,4,13,4/13/19,4:25:00,32.7866,-93.7625
641708,2019,4,13,4/13/19,4:33:00,29.31,-100.42
641709,2019,4,13,4/13/19,4:36:00,31.4264,-100.7999
641710,2019,4,13,4/13/19,4:39:00,32.5446,-92.0041
641711,2019,4,13,4/13/19,4:47:00,29.31,-100.42
641712,2019,4,13,4/13/19,4:47:00,32.58,-93.89
641713,2019,4,13,4/13/19,4:50:00,33.07,-97
641714,2019,4,13,4/13/19,5:00:00,31.6,-100.64
641715,2019,4,13,4/13/19,5:06:00,31.58,-100.55
641716,2019,4,13,4/13/19,5:11:00,32.6595,-91.6454
641717,2019,4,13,4/13/19,5:38:00,33.2084,-97.1529
641718,2019,4,13,4/13/19,5:38:00,33.22,-97.15
641719,2019,4,13,4/13/19,5:45:00,33.23,-97.15
641720,2019,4,13,4/13/19,5:45:00,32.8,-91.41
641721,2019,4,13,4/13/19,5:48:00,33.26,-97.15
641722,2019,4,13,4/13/19,7:30:00,31.0102,-99.5032
641723,2019,4,13,4/13/19,7:55:00,32.72,-97.12
641724,2019,4,13,4/13/19,8:08:00,32.83,-96.78
641725,2019,4,13,4/13/19,8:16:00,29.56,-98.87
641726,2019,4,13,4/13/19,8:23:00,32.9851,-96.869
641727,2019,4,13,4/13/19,8:25:00,33.0446,-96.8532
641728,2019,4,13,4/13/19,8:26:00,33.09,-96.89
641729,2019,4,13,4/13/19,8:27:00,32.83,-97.44
641730,2019,4,13,4/13/19,8:30:00,33.0838,-96.8788
641731,2019,4,13,4/13/19,8:30:00,29.65,-98.62
641732,2019,4,13,4/13/19,8:30:00,29.57,-98.68
641733,2019,4,13,4/13/19,8:31:00,33.14,-96.92
641734,2019,4,13,4/13/19,8:32:00,32.89,-97.44
641735,2019,4,13,4/13/19,8:35:00,32.77,-97.45
641736,2019,4,13,4/13/19,8:38:00,29.6,-98.61
641737,2019,4,13,4/13/19,8:38:00,29.56,-98.68
641738,2019,4,13,4/13/19,8:40:00,29.61,-98.62
641739,2019,4,13,4/13/19,8:48:00,29.65,-98.62
641740,2019,4,13,4/13/19,8:48:00,29.6531,-98.6136
641741,2019,4,13,4/13/19,8:50:00,32.2057,-95.2631
641742,2019,4,13,4/13/19,8:53:00,29.68,-98.52
641743,2019,4,13,4/13/19,8:55:00,30.65,-97
641744,2019,4,13,4/13/19,8:55:00,31.55,-97.15
641745,2019,4,13,4/13/19,8:55:00,31.8454,-94.0926
641746,2019,4,13,4/13/19,8:55:00,29.75,-98.44
641747,2019,4,13,4/13/19,8:55:00,29.79,-98.46
641748,2019,4,13,4/13/19,9:00:00,33.12,-97.48
641749,2019,4,13,4/13/19,9:02:00,31.47,-97.2
641750,2019,4,13,4/13/19,9:05:00,33.37,-97.18
641751,2019,4,13,4/13/19,9:13:00,32.08,-96.74
641752,2019,4,13,4/13/19,9:15:00,32.97,-97.35
641753,2019,4,13,4/13/19,9:15:00,29.84,-98.26
